Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,Shooter10Amps,Shooter11Amps,IsStalled
08:41:33.448 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:33.547 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:33.648 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:33.748 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:33.848 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:33.948 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.048 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.149 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.250 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.349 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.450 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.551 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.651 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.752 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.852 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:34.953 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.053 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.154 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.254 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.354 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.455 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.556 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.656 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.757 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.857 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:35.958 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.058 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.159 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.260 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.359 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.460 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.560 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.660 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.760 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.861 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:36.960 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:37.061 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:37.160 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:37.261 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
08:41:37.362 PM 03/02/2016,Disconnected,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,8234.000000,117964.800000,-118632.000000,0,0,0.000000,0.000000,1
